title	duration	vts	ttn	ix	ix_ref
Lost.S01.E01to04	2434.44	1.0	1.0	1	-
Lost.S01.E01to04	0.48	1.0	2.0	2	-
Lost.S01.E01to04	2435.88	1.0	3.0	3	-
Lost.S01.E01to04	2318.96	2.0	1.0	4	-
Lost.S01.E01to04	2319.44	2.0	2.0	5	-
Lost.S01.E01to04	138.92	3.0	1.0	6	-
Lost.S01.E01to04	23.52	3.0	2.0	7	-
Lost.S01.E01to04	120.6	3.0	3.0	8	-
Lost.S01.E01to04	68.16	3.0	4.0	9	-
Lost.S01.E01to04	2500.96	4.0	1.0	10	-
Lost.S01.E01to04	2457.68	5.0	1.0	11	-
Lost.S01.E01to04	0.48	6.0	1.0	12	-
Lost.S01.E01to04	0.48	7.0	1.0	13	-
Lost.S01.E01to04	4.92	8.0	1.0	14	-
Lost.S01.E01to04	3.0	9.0	1.0	15	-
Lost.S01.E01to04	13.52	10.0	1.0	16	-
Lost.S01.E01to04	0.48	11.0	1.0	17	-
Lost.S01.E01to04	0.48	11.0	2.0	18	-
Lost.S01.E01to04	0.48	11.0	3.0	19	-
Lost.S01.E01to04	0.48	12.0	1.0	20	-
Lost.S01.E01to04	243.2	13.0	1.0	21	-
Lost.S01.E05to08	2446.72	1.0	1.0	1	-
Lost.S01.E05to08	0.48	1.0	2.0	2	-
Lost.S01.E05to08	2460.88	2.0	1.0	3	-
Lost.S01.E05to08	2489.28	3.0	1.0	4	-
Lost.S01.E05to08	2485.24	4.0	1.0	5	-
Lost.S01.E05to08	0.48	5.0	1.0	6	-
Lost.S01.E05to08	0.48	6.0	1.0	7	-
Lost.S01.E05to08	3.96	7.0	1.0	8	-
Lost.S01.E05to08	3.0	8.0	1.0	9	-
Lost.S01.E05to08	13.52	9.0	1.0	10	-
Lost.S01.E05to08	0.48	10.0	1.0	11	-
Lost.S01.E05to08	0.48	10.0	2.0	12	-
Lost.S01.E05to08	0.48	10.0	3.0	13	-
Lost.S01.E05to08	0.48	11.0	1.0	14	-
Lost.S01.E05to08	0.48	12.0	1.0	15	-
Lost.S01.E05to08	0.48	12.0	2.0	16	-
Lost.S01.E05to08	0.48	12.0	3.0	17	-
Lost.S01.E05to08	0.48	12.0	4.0	18	-
Lost.S01.E05to08	0.48	12.0	5.0	19	-
Lost.S01.E05to08	0.48	12.0	6.0	20	-
Lost.S01.E05to08	0.48	12.0	7.0	21	-
Lost.S01.E05to08	0.48	12.0	8.0	22	-
Lost.S01.E05to08	0.48	12.0	9.0	23	-
Lost.S01.E05to08	0.48	12.0	10.0	24	-
Lost.S01.E05to08	0.48	12.0	11.0	25	-
Lost.S01.E05to08	118.72	13.0	1.0	26	-
Lost.S01.E05to08	0.48	13.0	2.0	27	-
Lost.S01.E05to08	0.48	13.0	3.0	28	-
Lost.S01.E05to08	0.48	13.0	4.0	29	-
Lost.S01.E05to08	0.48	13.0	5.0	30	-
Lost.S01.E05to08	0.48	13.0	6.0	31	-
Lost.S01.E05to08	0.48	13.0	7.0	32	-
Lost.S01.E09to12	2482.28	1.0	1.0	1	-
Lost.S01.E09to12	0.48	1.0	2.0	2	-
Lost.S01.E09to12	2460.24	2.0	1.0	3	-
Lost.S01.E09to12	2425.88	3.0	1.0	4	-
Lost.S01.E09to12	2487.28	4.0	1.0	5	-
Lost.S01.E09to12	0.48	5.0	1.0	6	-
Lost.S01.E09to12	0.48	6.0	1.0	7	-
Lost.S01.E09to12	3.96	7.0	1.0	8	-
Lost.S01.E09to12	3.0	8.0	1.0	9	-
Lost.S01.E09to12	13.48	9.0	1.0	10	-
Lost.S01.E09to12	0.48	10.0	1.0	11	-
Lost.S01.E09to12	0.48	10.0	2.0	12	-
Lost.S01.E09to12	0.48	10.0	3.0	13	-
Lost.S01.E09to12	0.48	11.0	1.0	14	-
Lost.S01.E09to12	0.48	12.0	1.0	15	-
Lost.S01.E09to12	0.48	12.0	2.0	16	-
Lost.S01.E09to12	0.48	12.0	3.0	17	-
Lost.S01.E09to12	0.48	12.0	4.0	18	-
Lost.S01.E09to12	0.48	12.0	5.0	19	-
Lost.S01.E09to12	0.48	12.0	6.0	20	-
Lost.S01.E09to12	0.48	12.0	7.0	21	-
Lost.S01.E09to12	0.48	12.0	8.0	22	-
Lost.S01.E09to12	0.48	12.0	9.0	23	-
Lost.S01.E09to12	0.48	12.0	10.0	24	-
Lost.S01.E09to12	0.48	12.0	11.0	25	-
Lost.S01.E09to12	0.48	13.0	1.0	26	-
Lost.S01.E09to12	0.48	13.0	2.0	27	-
Lost.S01.E09to12	0.48	13.0	3.0	28	-
Lost.S01.E09to12	0.48	13.0	4.0	29	-
Lost.S01.E09to12	0.48	13.0	5.0	30	-
Lost.S01.E09to12	0.48	13.0	6.0	31	-
Lost.S01.E09to12	0.48	13.0	7.0	32	-
Lost.S01.E13to16	2492.64	1.0	1.0	1	-
Lost.S01.E13to16	0.48	1.0	2.0	2	-
Lost.S01.E13to16	2491.08	2.0	1.0	3	-
Lost.S01.E13to16	2395.36	3.0	1.0	4	-
Lost.S01.E13to16	2491.48	4.0	1.0	5	-
Lost.S01.E13to16	0.48	5.0	1.0	6	-
Lost.S01.E13to16	0.48	6.0	1.0	7	-
Lost.S01.E13to16	3.96	7.0	1.0	8	-
Lost.S01.E13to16	3.0	8.0	1.0	9	-
Lost.S01.E13to16	13.52	9.0	1.0	10	-
Lost.S01.E13to16	0.48	10.0	1.0	11	-
Lost.S01.E13to16	0.48	10.0	2.0	12	-
Lost.S01.E13to16	0.48	10.0	3.0	13	-
Lost.S01.E13to16	0.48	11.0	1.0	14	-
Lost.S01.E13to16	0.48	12.0	1.0	15	-
Lost.S01.E13to16	0.48	12.0	2.0	16	-
Lost.S01.E13to16	0.48	12.0	3.0	17	-
Lost.S01.E13to16	0.48	12.0	4.0	18	-
Lost.S01.E13to16	0.48	12.0	5.0	19	-
Lost.S01.E13to16	0.48	12.0	6.0	20	-
Lost.S01.E13to16	0.48	12.0	7.0	21	-
Lost.S01.E13to16	0.48	12.0	8.0	22	-
Lost.S01.E13to16	0.48	12.0	9.0	23	-
Lost.S01.E13to16	0.48	12.0	10.0	24	-
Lost.S01.E13to16	0.48	12.0	11.0	25	-
Lost.S01.E13to16	0.48	13.0	1.0	26	-
Lost.S01.E13to16	0.48	13.0	2.0	27	-
Lost.S01.E13to16	0.48	13.0	3.0	28	-
Lost.S01.E13to16	0.48	13.0	4.0	29	-
Lost.S01.E13to16	0.48	13.0	5.0	30	-
Lost.S01.E13to16	0.48	13.0	6.0	31	-
Lost.S01.E13to16	0.48	13.0	7.0	32	-
Lost.S01.E17to20	2479.6	1.0	1.0	1	-
Lost.S01.E17to20	0.48	1.0	2.0	2	-
Lost.S01.E17to20	2482.72	2.0	1.0	3	-
Lost.S01.E17to20	2456.64	3.0	1.0	4	-
Lost.S01.E17to20	2491.16	4.0	1.0	5	-
Lost.S01.E17to20	0.48	5.0	1.0	6	-
Lost.S01.E17to20	0.48	6.0	1.0	7	-
Lost.S01.E17to20	3.96	7.0	1.0	8	-
Lost.S01.E17to20	3.0	8.0	1.0	9	-
Lost.S01.E17to20	13.52	9.0	1.0	10	-
Lost.S01.E17to20	0.48	10.0	1.0	11	-
Lost.S01.E17to20	0.48	10.0	2.0	12	-
Lost.S01.E17to20	0.48	10.0	3.0	13	-
Lost.S01.E17to20	0.48	11.0	1.0	14	-
Lost.S01.E17to20	0.48	12.0	1.0	15	-
Lost.S01.E17to20	0.48	12.0	2.0	16	-
Lost.S01.E17to20	0.48	12.0	3.0	17	-
Lost.S01.E17to20	0.48	12.0	4.0	18	-
Lost.S01.E17to20	0.48	12.0	5.0	19	-
Lost.S01.E17to20	0.48	12.0	6.0	20	-
Lost.S01.E17to20	0.48	12.0	7.0	21	-
Lost.S01.E17to20	0.48	12.0	8.0	22	-
Lost.S01.E17to20	0.48	12.0	9.0	23	-
Lost.S01.E17to20	0.48	12.0	10.0	24	-
Lost.S01.E17to20	0.48	12.0	11.0	25	-
Lost.S01.E17to20	0.48	13.0	1.0	26	-
Lost.S01.E17to20	0.48	13.0	2.0	27	-
Lost.S01.E17to20	0.48	13.0	3.0	28	-
Lost.S01.E17to20	0.48	13.0	4.0	29	-
Lost.S01.E17to20	0.48	13.0	5.0	30	-
Lost.S01.E17to20	0.48	13.0	6.0	31	-
Lost.S01.E17to20	0.48	13.0	7.0	32	-
Lost.S01.E21to24	2491.36	1.0	1.0	1	-
Lost.S01.E21to24	0.48	1.0	2.0	2	-
Lost.S01.E21to24	2491.08	2.0	1.0	3	-
Lost.S01.E21to24	2493.04	3.0	1.0	4	-
Lost.S01.E21to24	2478.92	4.0	1.0	5	-
Lost.S01.E21to24	0.48	5.0	1.0	6	-
Lost.S01.E21to24	0.48	6.0	1.0	7	-
Lost.S01.E21to24	3.96	7.0	1.0	8	-
Lost.S01.E21to24	3.0	8.0	1.0	9	-
Lost.S01.E21to24	13.52	9.0	1.0	10	-
Lost.S01.E21to24	0.48	10.0	1.0	11	-
Lost.S01.E21to24	0.48	10.0	2.0	12	-
Lost.S01.E21to24	0.48	10.0	3.0	13	-
Lost.S01.E21to24	0.48	11.0	1.0	14	-
Lost.S01.E21to24	0.48	12.0	1.0	15	-
Lost.S01.E21to24	0.48	12.0	2.0	16	-
Lost.S01.E21to24	0.48	12.0	3.0	17	-
Lost.S01.E21to24	0.48	12.0	4.0	18	-
Lost.S01.E21to24	0.48	12.0	5.0	19	-
Lost.S01.E21to24	0.48	12.0	6.0	20	-
Lost.S01.E21to24	0.48	12.0	7.0	21	-
Lost.S01.E21to24	0.48	12.0	8.0	22	-
Lost.S01.E21to24	0.48	12.0	9.0	23	-
Lost.S01.E21to24	0.48	12.0	10.0	24	-
Lost.S01.E21to24	0.48	12.0	11.0	25	-
Lost.S01.E21to24	0.48	13.0	1.0	26	-
Lost.S01.E21to24	0.48	13.0	2.0	27	-
Lost.S01.E21to24	0.48	13.0	3.0	28	-
Lost.S01.E21to24	0.48	13.0	4.0	29	-
Lost.S01.E21to24	0.48	13.0	5.0	30	-
Lost.S01.E21to24	0.48	13.0	6.0	31	-
Lost.S01.E21to24	0.48	13.0	7.0	32	-
Lost.S01.E25to25	2492.88	1.0	1.0	1	-
Lost.S01.E25to25	0.48	1.0	2.0	2	-
Lost.S01.E25to25	0.48	2.0	1.0	3	-
Lost.S01.E25to25	0.48	3.0	1.0	4	-
Lost.S01.E25to25	0.48	4.0	1.0	5	-
Lost.S01.E25to25	0.48	5.0	1.0	6	-
Lost.S01.E25to25	0.48	6.0	1.0	7	-
Lost.S01.E25to25	3.96	7.0	1.0	8	-
Lost.S01.E25to25	3.0	8.0	1.0	9	-
Lost.S01.E25to25	13.48	9.0	1.0	10	-
Lost.S01.E25to25	0.48	10.0	1.0	11	-
Lost.S01.E25to25	0.48	10.0	2.0	12	-
Lost.S01.E25to25	0.48	10.0	3.0	13	-
Lost.S01.E25to25	0.48	11.0	1.0	14	-
Lost.S01.E25to25	0.48	12.0	1.0	15	-
Lost.S01.E25to25	521.48	13.0	1.0	16	-
Lost.S01.E25to25	1376.64	13.0	2.0	17	-
Lost.S01.E25to25	2002.48	13.0	3.0	18	-
Lost.S01.E25to25	368.32	13.0	4.0	19	-
Lost.S01.E25to25	110.52	13.0	5.0	20	-
Lost.S01.E25to25	4377.52	13.0	6.0	21	-
Lost.S01.E25to25	318.52	14.0	1.0	22	-
Lost.S01.E25to25	440.0	14.0	2.0	23	-
Lost.S01.E25to25	296.08	14.0	3.0	24	-
Lost.S01.E25to25	177.88	14.0	4.0	25	-
Lost.S01.E25to25	380.88	14.0	5.0	26	-
Lost.S01.E25to25	562.04	14.0	6.0	27	-
Lost.S01.E25to25	435.8	14.0	7.0	28	-
Lost.S01.E25to25	400.88	14.0	8.0	29	-
Lost.S01.E25to25	3008.72	14.0	9.0	30	-
Lost.S01.E25to25	179.88	15.0	1.0	31	-
Lost.S01.E25to25	85.28	15.0	2.0	32	-
Lost.S01.E25to25	67.92	15.0	3.0	33	-
Lost.S01.E25to25	40.32	15.0	4.0	34	-
Lost.S01.E25to25	67.04	15.0	5.0	35	-
Lost.S01.E25to25	120.36	15.0	6.0	36	-
Lost.S01.E25to25	61.56	15.0	7.0	37	-
Lost.S01.E25to25	53.32	15.0	8.0	38	-
Lost.S01.E25to25	51.16	15.0	9.0	39	-
Lost.S01.E25to25	113.08	15.0	10.0	40	-
Lost.S01.E25to25	44.96	15.0	11.0	41	-
Lost.S01.E25to25	26.56	15.0	12.0	42	-
Lost.S01.E25to25	107.4	15.0	13.0	43	-
Lost.S01.E25to25	40.0	15.0	14.0	44	-
Lost.S01.E25to25	58.76	15.0	15.0	45	-
Lost.S01.E25to25	846.68	15.0	16.0	46	-
Lost.S01.E25to25	257.76	15.0	17.0	47	-
Lost.S01.E25to25	657.12	15.0	18.0	48	-
Lost.S01.E25to25	2024.8	15.0	19.0	49	-
Lost.S01.E25to25	17.48	16.0	1.0	50	-
Lost.S01.E25to25	96.68	17.0	1.0	51	-
Lost.S01.E25to25	36.52	18.0	1.0	52	-
Lost.S02.E01to04	2491.36	1.0	1.0	1	-
Lost.S02.E01to04	0.48	1.0	2.0	2	-
Lost.S02.E01to04	2446.76	2.0	1.0	3	-
Lost.S02.E01to04	2490.6	3.0	1.0	4	-
Lost.S02.E01to04	2489.2	4.0	1.0	5	-
Lost.S02.E01to04	0.48	5.0	1.0	6	-
Lost.S02.E01to04	0.48	6.0	1.0	7	-
Lost.S02.E01to04	3.96	7.0	1.0	8	-
Lost.S02.E01to04	3.0	8.0	1.0	9	-
Lost.S02.E01to04	12.96	9.0	1.0	10	-
Lost.S02.E01to04	0.48	10.0	1.0	11	-
Lost.S02.E01to04	0.48	10.0	2.0	12	-
Lost.S02.E01to04	0.48	10.0	3.0	13	-
Lost.S02.E01to04	0.48	11.0	1.0	14	-
Lost.S02.E01to04	0.48	12.0	1.0	15	-
Lost.S02.E01to04	0.48	12.0	2.0	16	-
Lost.S02.E01to04	0.48	12.0	3.0	17	-
Lost.S02.E01to04	0.48	12.0	4.0	18	-
Lost.S02.E01to04	0.48	12.0	5.0	19	-
Lost.S02.E01to04	0.48	12.0	6.0	20	-
Lost.S02.E01to04	0.48	12.0	7.0	21	-
Lost.S02.E01to04	0.48	12.0	8.0	22	-
Lost.S02.E01to04	0.48	12.0	9.0	23	-
Lost.S02.E01to04	0.48	12.0	10.0	24	-
Lost.S02.E01to04	0.48	12.0	11.0	25	-
Lost.S02.E01to04	0.48	13.0	1.0	26	-
Lost.S02.E01to04	0.48	13.0	2.0	27	-
Lost.S02.E01to04	0.48	13.0	3.0	28	-
Lost.S02.E01to04	0.48	13.0	4.0	29	-
Lost.S02.E01to04	0.48	13.0	5.0	30	-
Lost.S02.E01to04	0.48	13.0	6.0	31	-
Lost.S02.E01to04	0.48	13.0	7.0	32	-
Lost.S02.E01to04	1.12	1.0	3.0	33	-
Lost.S02.E01to04	1.12	2.0	2.0	34	-
Lost.S02.E01to04	1.12	3.0	2.0	35	-
Lost.S02.E01to04	1.12	4.0	2.0	36	-
Lost.S02.E05to08	2446.76	1.0	1.0	1	-
Lost.S02.E05to08	0.48	1.0	2.0	2	-
Lost.S02.E05to08	2469.76	2.0	1.0	3	-
Lost.S02.E05to08	2665.76	3.0	1.0	4	-
Lost.S02.E05to08	2446.36	4.0	1.0	5	-
Lost.S02.E05to08	0.48	5.0	1.0	6	-
Lost.S02.E05to08	0.48	6.0	1.0	7	-
Lost.S02.E05to08	3.96	7.0	1.0	8	-
Lost.S02.E05to08	3.0	8.0	1.0	9	-
Lost.S02.E05to08	12.96	9.0	1.0	10	-
Lost.S02.E05to08	0.48	10.0	1.0	11	-
Lost.S02.E05to08	0.48	10.0	2.0	12	-
Lost.S02.E05to08	0.48	10.0	3.0	13	-
Lost.S02.E05to08	0.48	11.0	1.0	14	-
Lost.S02.E05to08	0.48	12.0	1.0	15	-
Lost.S02.E05to08	0.48	12.0	2.0	16	-
Lost.S02.E05to08	0.48	12.0	3.0	17	-
Lost.S02.E05to08	0.48	12.0	4.0	18	-
Lost.S02.E05to08	0.48	12.0	5.0	19	-
Lost.S02.E05to08	0.48	12.0	6.0	20	-
Lost.S02.E05to08	0.48	12.0	7.0	21	-
Lost.S02.E05to08	0.48	12.0	8.0	22	-
Lost.S02.E05to08	0.48	12.0	9.0	23	-
Lost.S02.E05to08	0.48	12.0	10.0	24	-
Lost.S02.E05to08	0.48	12.0	11.0	25	-
Lost.S02.E05to08	0.48	13.0	1.0	26	-
Lost.S02.E05to08	0.48	13.0	2.0	27	-
Lost.S02.E05to08	0.48	13.0	3.0	28	-
Lost.S02.E05to08	0.48	13.0	4.0	29	-
Lost.S02.E05to08	0.48	13.0	5.0	30	-
Lost.S02.E05to08	0.48	13.0	6.0	31	-
Lost.S02.E05to08	0.48	13.0	7.0	32	-
Lost.S02.E05to08	1.12	1.0	3.0	33	-
Lost.S02.E05to08	1.12	2.0	2.0	34	-
Lost.S02.E05to08	1.12	3.0	2.0	35	-
Lost.S02.E05to08	1.12	4.0	2.0	36	-
Lost.S02.E09to12	2643.16	1.0	1.0	1	-
Lost.S02.E09to12	0.48	1.0	2.0	2	-
Lost.S02.E09to12	2496.36	2.0	1.0	3	-
Lost.S02.E09to12	2488.28	3.0	1.0	4	-
Lost.S02.E09to12	2481.96	4.0	1.0	5	-
Lost.S02.E09to12	0.48	5.0	1.0	6	-
Lost.S02.E09to12	0.48	6.0	1.0	7	-
Lost.S02.E09to12	3.96	7.0	1.0	8	-
Lost.S02.E09to12	3.0	8.0	1.0	9	-
Lost.S02.E09to12	12.96	9.0	1.0	10	-
Lost.S02.E09to12	0.48	10.0	1.0	11	-
Lost.S02.E09to12	0.48	10.0	2.0	12	-
Lost.S02.E09to12	0.48	10.0	3.0	13	-
Lost.S02.E09to12	0.48	11.0	1.0	14	-
Lost.S02.E09to12	0.48	12.0	1.0	15	-
Lost.S02.E09to12	0.48	12.0	2.0	16	-
Lost.S02.E09to12	0.48	12.0	3.0	17	-
Lost.S02.E09to12	0.48	12.0	4.0	18	-
Lost.S02.E09to12	0.48	12.0	5.0	19	-
Lost.S02.E09to12	0.48	12.0	6.0	20	-
Lost.S02.E09to12	0.48	12.0	7.0	21	-
Lost.S02.E09to12	0.48	12.0	8.0	22	-
Lost.S02.E09to12	0.48	12.0	9.0	23	-
Lost.S02.E09to12	0.48	12.0	10.0	24	-
Lost.S02.E09to12	0.48	12.0	11.0	25	-
Lost.S02.E09to12	0.48	13.0	1.0	26	-
Lost.S02.E09to12	0.48	13.0	2.0	27	-
Lost.S02.E09to12	0.48	13.0	3.0	28	-
Lost.S02.E09to12	0.48	13.0	4.0	29	-
Lost.S02.E09to12	0.48	13.0	5.0	30	-
Lost.S02.E09to12	0.48	13.0	6.0	31	-
Lost.S02.E09to12	0.48	13.0	7.0	32	-
Lost.S02.E09to12	1.12	1.0	3.0	33	-
Lost.S02.E09to12	1.12	2.0	2.0	34	-
Lost.S02.E09to12	1.12	3.0	2.0	35	-
Lost.S02.E09to12	1.12	4.0	2.0	36	-
Lost.S02.E13to16	2559.56	1.0	1.0	1	-
Lost.S02.E13to16	0.48	1.0	2.0	2	-
Lost.S02.E13to16	2577.24	2.0	1.0	3	-
Lost.S02.E13to16	2657.32	3.0	1.0	4	-
Lost.S02.E13to16	2492.44	4.0	1.0	5	-
Lost.S02.E13to16	0.48	5.0	1.0	6	-
Lost.S02.E13to16	0.48	6.0	1.0	7	-
Lost.S02.E13to16	3.96	7.0	1.0	8	-
Lost.S02.E13to16	3.0	8.0	1.0	9	-
Lost.S02.E13to16	12.96	9.0	1.0	10	-
Lost.S02.E13to16	0.48	10.0	1.0	11	-
Lost.S02.E13to16	0.48	10.0	2.0	12	-
Lost.S02.E13to16	0.48	10.0	3.0	13	-
Lost.S02.E13to16	0.48	11.0	1.0	14	-
Lost.S02.E13to16	0.48	12.0	1.0	15	-
Lost.S02.E13to16	0.48	12.0	2.0	16	-
Lost.S02.E13to16	0.48	12.0	3.0	17	-
Lost.S02.E13to16	0.48	12.0	4.0	18	-
Lost.S02.E13to16	0.48	12.0	5.0	19	-
Lost.S02.E13to16	0.48	12.0	6.0	20	-
Lost.S02.E13to16	0.48	12.0	7.0	21	-
Lost.S02.E13to16	0.48	12.0	8.0	22	-
Lost.S02.E13to16	0.48	12.0	9.0	23	-
Lost.S02.E13to16	0.48	12.0	10.0	24	-
Lost.S02.E13to16	0.48	12.0	11.0	25	-
Lost.S02.E13to16	86.2	13.0	1.0	26	-
Lost.S02.E13to16	0.48	13.0	2.0	27	-
Lost.S02.E13to16	0.48	13.0	3.0	28	-
Lost.S02.E13to16	0.48	13.0	4.0	29	-
Lost.S02.E13to16	0.48	13.0	5.0	30	-
Lost.S02.E13to16	0.48	13.0	6.0	31	-
Lost.S02.E13to16	0.48	13.0	7.0	32	-
Lost.S02.E13to16	1.12	1.0	3.0	33	-
Lost.S02.E13to16	1.12	2.0	2.0	34	-
Lost.S02.E13to16	1.12	3.0	2.0	35	-
Lost.S02.E13to16	1.12	4.0	2.0	36	-
Lost.S02.E17to20	2491.72	1.0	1.0	1	-
Lost.S02.E17to20	0.44	1.0	2.0	2	-
Lost.S02.E17to20	2669.32	2.0	1.0	3	-
Lost.S02.E17to20	2492.32	3.0	1.0	4	-
Lost.S02.E17to20	2492.92	4.0	1.0	5	-
Lost.S02.E17to20	0.44	5.0	1.0	6	-
Lost.S02.E17to20	0.44	6.0	1.0	7	-
Lost.S02.E17to20	3.88	7.0	1.0	8	-
Lost.S02.E17to20	3.0	8.0	1.0	9	-
Lost.S02.E17to20	12.88	9.0	1.0	10	-
Lost.S02.E17to20	0.44	10.0	1.0	11	-
Lost.S02.E17to20	0.44	10.0	2.0	12	-
Lost.S02.E17to20	0.44	10.0	3.0	13	-
Lost.S02.E17to20	0.44	11.0	1.0	14	-
Lost.S02.E17to20	0.44	12.0	1.0	15	-
Lost.S02.E17to20	0.44	12.0	2.0	16	-
Lost.S02.E17to20	0.44	12.0	3.0	17	-
Lost.S02.E17to20	0.44	12.0	4.0	18	-
Lost.S02.E17to20	0.44	12.0	5.0	19	-
Lost.S02.E17to20	0.44	12.0	6.0	20	-
Lost.S02.E17to20	0.44	12.0	7.0	21	-
Lost.S02.E17to20	0.44	12.0	8.0	22	-
Lost.S02.E17to20	0.44	12.0	9.0	23	-
Lost.S02.E17to20	0.44	12.0	10.0	24	-
Lost.S02.E17to20	0.44	12.0	11.0	25	-
Lost.S02.E17to20	0.44	13.0	1.0	26	-
Lost.S02.E17to20	0.44	13.0	2.0	27	-
Lost.S02.E17to20	0.44	13.0	3.0	28	-
Lost.S02.E17to20	0.44	13.0	4.0	29	-
Lost.S02.E17to20	0.44	13.0	5.0	30	-
Lost.S02.E17to20	0.44	13.0	6.0	31	-
Lost.S02.E17to20	0.44	13.0	7.0	32	-
Lost.S02.E17to20	1.12	1.0	3.0	33	-
Lost.S02.E17to20	1.12	2.0	2.0	34	-
Lost.S02.E17to20	1.12	3.0	2.0	35	-
Lost.S02.E17to20	1.12	4.0	2.0	36	-
Lost.S02.E21to24	2659.12	1.0	1.0	1	-
Lost.S02.E21to24	0.48	1.0	2.0	2	-
Lost.S02.E21to24	2610.68	2.0	1.0	3	-
Lost.S02.E21to24	2493.8	3.0	1.0	4	-
Lost.S02.E21to24	2494.88	4.0	1.0	5	-
Lost.S02.E21to24	0.48	5.0	1.0	6	-
Lost.S02.E21to24	0.48	6.0	1.0	7	-
Lost.S02.E21to24	3.96	7.0	1.0	8	-
Lost.S02.E21to24	3.0	8.0	1.0	9	-
Lost.S02.E21to24	12.96	9.0	1.0	10	-
Lost.S02.E21to24	0.48	10.0	1.0	11	-
Lost.S02.E21to24	0.48	10.0	2.0	12	-
Lost.S02.E21to24	0.48	10.0	3.0	13	-
Lost.S02.E21to24	0.48	11.0	1.0	14	-
Lost.S02.E21to24	0.48	12.0	1.0	15	-
Lost.S02.E21to24	0.48	12.0	2.0	16	-
Lost.S02.E21to24	0.48	12.0	3.0	17	-
Lost.S02.E21to24	0.48	12.0	4.0	18	-
Lost.S02.E21to24	0.48	12.0	5.0	19	-
Lost.S02.E21to24	0.48	12.0	6.0	20	-
Lost.S02.E21to24	0.48	12.0	7.0	21	-
Lost.S02.E21to24	0.48	12.0	8.0	22	-
Lost.S02.E21to24	0.48	12.0	9.0	23	-
Lost.S02.E21to24	0.48	12.0	10.0	24	-
Lost.S02.E21to24	0.48	12.0	11.0	25	-
Lost.S02.E21to24	0.48	13.0	1.0	26	-
Lost.S02.E21to24	0.48	13.0	2.0	27	-
Lost.S02.E21to24	0.48	13.0	3.0	28	-
Lost.S02.E21to24	0.48	13.0	4.0	29	-
Lost.S02.E21to24	0.48	13.0	5.0	30	-
Lost.S02.E21to24	0.48	13.0	6.0	31	-
Lost.S02.E21to24	0.48	13.0	7.0	32	-
Lost.S02.E21to24	1.12	1.0	3.0	33	-
Lost.S02.E21to24	1.12	2.0	2.0	34	-
Lost.S02.E21to24	1.12	3.0	2.0	35	-
Lost.S02.E21to24	1.12	4.0	2.0	36	-
Lost.S03.E01to04	2490.48	1.0	1.0	1	-
Lost.S03.E01to04	0.48	1.0	2.0	2	-
Lost.S03.E01to04	2489.8	2.0	1.0	3	-
Lost.S03.E01to04	2421.2	3.0	1.0	4	-
Lost.S03.E01to04	2491.48	4.0	1.0	5	-
Lost.S03.E01to04	0.48	5.0	1.0	6	-
Lost.S03.E01to04	0.48	6.0	1.0	7	-
Lost.S03.E01to04	3.96	7.0	1.0	8	-
Lost.S03.E01to04	3.0	8.0	1.0	9	-
Lost.S03.E01to04	12.96	9.0	1.0	10	-
Lost.S03.E01to04	0.48	10.0	1.0	11	-
Lost.S03.E01to04	0.48	10.0	2.0	12	-
Lost.S03.E01to04	0.48	10.0	3.0	13	-
Lost.S03.E01to04	0.48	11.0	1.0	14	-
Lost.S03.E01to04	699.92	12.0	1.0	15	-
Lost.S03.E01to04	0.48	12.0	2.0	16	-
Lost.S03.E01to04	0.48	12.0	3.0	17	-
Lost.S03.E01to04	0.48	12.0	4.0	18	-
Lost.S03.E01to04	0.48	12.0	5.0	19	-
Lost.S03.E01to04	0.48	12.0	6.0	20	-
Lost.S03.E01to04	0.48	12.0	7.0	21	-
Lost.S03.E01to04	0.48	12.0	8.0	22	-
Lost.S03.E01to04	0.48	12.0	9.0	23	-
Lost.S03.E01to04	0.48	12.0	10.0	24	-
Lost.S03.E01to04	0.48	12.0	11.0	25	-
Lost.S03.E01to04	0.48	13.0	1.0	26	-
Lost.S03.E01to04	0.48	13.0	2.0	27	-
Lost.S03.E01to04	0.48	13.0	3.0	28	-
Lost.S03.E01to04	0.48	13.0	4.0	29	-
Lost.S03.E01to04	0.48	13.0	5.0	30	-
Lost.S03.E01to04	0.48	13.0	6.0	31	-
Lost.S03.E01to04	0.48	13.0	7.0	32	-
Lost.S03.E05to08	2491.36	1.0	1.0	1	-
Lost.S03.E05to08	0.48	1.0	2.0	2	-
Lost.S03.E05to08	2484.72	2.0	1.0	3	-
Lost.S03.E05to08	2491.72	3.0	1.0	4	-
Lost.S03.E05to08	2486.04	4.0	1.0	5	-
Lost.S03.E05to08	0.48	5.0	1.0	6	-
Lost.S03.E05to08	0.48	6.0	1.0	7	-
Lost.S03.E05to08	3.96	7.0	1.0	8	-
Lost.S03.E05to08	3.0	8.0	1.0	9	-
Lost.S03.E05to08	12.96	9.0	1.0	10	-
Lost.S03.E05to08	0.48	10.0	1.0	11	-
Lost.S03.E05to08	0.48	10.0	2.0	12	-
Lost.S03.E05to08	0.48	10.0	3.0	13	-
Lost.S03.E05to08	0.48	11.0	1.0	14	-
Lost.S03.E05to08	0.48	12.0	1.0	15	-
