title	duration	vts	ttn	ix	ix_ref
BreakingBad.S02.E08to10	45.8	4.0	3.0	6	-
BreakingBad.S02.E08to10	45.6	4.0	4.0	7	-
BreakingBad.S02.E08to10	128.28	4.0	5.0	8	-
BreakingBad.S02.E08to10	192.2	5.0	1.0	9	-
BreakingBad.S02.E08to10	192.2	6.0	1.0	10	-
BreakingBad.S02.E08to10	217.8	7.0	1.0	11	-
BreakingBad.S02.E08to10	48.8	8.0	1.0	12	-
BreakingBad.S02.E08to10	105.72	9.0	1.0	13	-
BreakingBad.S02.E08to10	14.6	10.0	1.0	14	-
BreakingBad.S02.E08to10	10.4	11.0	1.0	15	-
BreakingBad.S02.E08to10	20.0	12.0	1.0	16	-
BreakingBad.S02.E08to10	8.0	13.0	1.0	17	-
BreakingBad.S02.E08to10	40.32	14.0	1.0	18	-
BreakingBad.S02.E08to10	10.0	15.0	1.0	19	-
BreakingBad.S02.E08to10	9.52	16.0	1.0	20	-
BreakingBad.S02.E08to10	9.52	17.0	1.0	21	-
BreakingBad.S02.E08to10	9.52	18.0	1.0	22	-
BreakingBad.S02.E08to10	9.52	19.0	1.0	23	-
BreakingBad.S02.E08to10	9.52	20.0	1.0	24	-
BreakingBad.S02.E08to10	11.28	21.0	1.0	25	-
BreakingBad.S02.E08to10	11.28	22.0	1.0	26	-
BreakingBad.S02.E08to10	11.28	23.0	1.0	27	-
BreakingBad.S02.E11to13	2726.28	1.0	1.0	1	1
BreakingBad.S02.E11to13	2729.0	2.0	1.0	2	2
BreakingBad.S02.E11to13	2739.44	3.0	1.0	3	3
BreakingBad.S02.E11to13	340.96	4.0	1.0	4	-
BreakingBad.S02.E11to13	139.8	4.0	2.0	5	-
BreakingBad.S02.E11to13	61.0	4.0	3.0	6	-
BreakingBad.S02.E11to13	45.2	4.0	4.0	7	-
BreakingBad.S02.E11to13	67.68	4.0	5.0	8	-
BreakingBad.S02.E11to13	52.88	4.0	6.0	9	-
BreakingBad.S02.E11to13	230.24	5.0	1.0	10	-
BreakingBad.S02.E11to13	222.48	6.0	1.0	11	-
BreakingBad.S02.E11to13	232.32	7.0	1.0	12	-
BreakingBad.S02.E11to13	627.28	8.0	1.0	13	-
BreakingBad.S02.E11to13	130.68	8.0	2.0	14	-
BreakingBad.S02.E11to13	130.08	8.0	3.0	15	-
BreakingBad.S02.E11to13	195.32	8.0	4.0	16	-
BreakingBad.S02.E11to13	190.4	8.0	5.0	17	-
BreakingBad.S02.E11to13	196.0	9.0	1.0	18	-
BreakingBad.S02.E11to13	272.48	10.0	1.0	19	-
BreakingBad.S02.E11to13	240.32	11.0	1.0	20	-
BreakingBad.S02.E11to13	92.88	12.0	1.0	21	-
BreakingBad.S02.E11to13	185.6	13.0	1.0	22	-
BreakingBad.S02.E11to13	209.8	14.0	1.0	23	-
BreakingBad.S02.E11to13	125.32	15.0	1.0	24	-
BreakingBad.S02.E11to13	280.6	16.0	1.0	25	-
BreakingBad.S02.E11to13	168.6	17.0	1.0	26	-
BreakingBad.S02.E11to13	281.0	18.0	1.0	27	-
BreakingBad.S02.E11to13	245.6	19.0	1.0	28	-
BreakingBad.S02.E11to13	178.2	20.0	1.0	29	-
BreakingBad.S02.E11to13	163.52	21.0	1.0	30	-
BreakingBad.S02.E11to13	166.6	22.0	1.0	31	-
BreakingBad.S02.E11to13	233.32	23.0	1.0	32	-
BreakingBad.S02.E11to13	135.2	24.0	1.0	33	-
BreakingBad.S02.E11to13	14.6	25.0	1.0	34	-
BreakingBad.S02.E11to13	10.4	26.0	1.0	35	-
BreakingBad.S02.E11to13	20.0	27.0	1.0	36	-
BreakingBad.S02.E11to13	8.0	28.0	1.0	37	-
BreakingBad.S02.E11to13	40.32	29.0	1.0	38	-
BreakingBad.S02.E11to13	10.0	30.0	1.0	39	-
BreakingBad.S02.E11to13	9.52	31.0	1.0	40	-
BreakingBad.S02.E11to13	9.52	32.0	1.0	41	-
BreakingBad.S02.E11to13	9.52	33.0	1.0	42	-
BreakingBad.S02.E11to13	9.52	34.0	1.0	43	-
BreakingBad.S02.E11to13	9.52	35.0	1.0	44	-
BreakingBad.S02.E11to13	11.28	36.0	1.0	45	-
BreakingBad.S02.E11to13	11.28	37.0	1.0	46	-
BreakingBad.S02.E11to13	11.28	38.0	1.0	47	-
BreakingBad.S03.E01to04	5.48	1.0	1.0	1	-
BreakingBad.S03.E01to04	0.48	2.0	1.0	2	-
BreakingBad.S03.E01to04	2721.48	2.0	2.0	3	3
BreakingBad.S03.E01to04	2719.48	2.0	3.0	4	4
BreakingBad.S03.E01to04	2721.48	2.0	4.0	5	5
BreakingBad.S03.E01to04	2721.48	2.0	5.0	6	6
BreakingBad.S03.E01to04	0.48	2.0	6.0	7	-
BreakingBad.S03.E01to04	0.48	2.0	7.0	8	-
BreakingBad.S03.E01to04	0.48	2.0	8.0	9	-
BreakingBad.S03.E01to04	0.48	2.0	9.0	10	-
BreakingBad.S03.E01to04	0.48	2.0	10.0	11	-
BreakingBad.S03.E01to04	14.84	3.0	1.0	12	-
BreakingBad.S03.E01to04	5.0	4.0	1.0	13	-
BreakingBad.S03.E01to04	0.48	5.0	1.0	14	-
BreakingBad.S03.E01to04	0.48	6.0	1.0	15	-
BreakingBad.S03.E01to04	0.48	7.0	1.0	16	-
BreakingBad.S03.E01to04	0.48	8.0	1.0	17	-
BreakingBad.S03.E01to04	0.48	9.0	1.0	18	-
BreakingBad.S03.E01to04	0.48	10.0	1.0	19	-
BreakingBad.S03.E01to04	0.48	11.0	1.0	20	-
BreakingBad.S03.E01to04	0.48	12.0	1.0	21	-
BreakingBad.S03.E01to04	1556.56	13.0	1.0	22	-
BreakingBad.S03.E01to04	280.24	13.0	2.0	23	-
BreakingBad.S03.E01to04	298.6	13.0	3.0	24	-
BreakingBad.S03.E01to04	300.44	13.0	4.0	25	-
BreakingBad.S03.E01to04	279.28	13.0	5.0	26	-
BreakingBad.S03.E01to04	172.48	13.0	6.0	27	-
BreakingBad.S03.E01to04	106.52	13.0	7.0	28	-
BreakingBad.S03.E01to04	121.88	13.0	8.0	29	-
BreakingBad.S03.E01to04	1258.96	14.0	1.0	30	-
BreakingBad.S03.E01to04	342.16	14.0	2.0	31	-
BreakingBad.S03.E01to04	328.04	14.0	3.0	32	-
BreakingBad.S03.E01to04	311.68	14.0	4.0	33	-
BreakingBad.S03.E01to04	299.16	14.0	5.0	34	-
BreakingBad.S03.E01to04	784.16	15.0	1.0	35	-
BreakingBad.S03.E01to04	52.52	15.0	2.0	36	-
BreakingBad.S03.E01to04	81.68	15.0	3.0	37	-
BreakingBad.S03.E01to04	39.2	15.0	4.0	38	-
BreakingBad.S03.E01to04	170.48	15.0	5.0	39	-
BreakingBad.S03.E01to04	31.76	15.0	6.0	40	-
BreakingBad.S03.E01to04	273.4	15.0	7.0	41	-
BreakingBad.S03.E01to04	133.0	15.0	8.0	42	-
BreakingBad.S03.E01to04	55.6	15.0	9.0	43	-
BreakingBad.S03.E01to04	197.8	16.0	1.0	44	-
BreakingBad.S03.E01to04	67.8	16.0	2.0	45	-
BreakingBad.S03.E01to04	84.36	16.0	3.0	46	-
BreakingBad.S03.E01to04	61.24	16.0	4.0	47	-
BreakingBad.S03.E01to04	137.68	17.0	1.0	48	-
BreakingBad.S03.E01to04	176.36	18.0	1.0	49	-
BreakingBad.S03.E01to04	0.48	19.0	1.0	50	-
BreakingBad.S03.E01to04	0.48	20.0	1.0	51	-
BreakingBad.S03.E01to04	0.48	21.0	1.0	52	-
BreakingBad.S03.E01to04	0.48	22.0	1.0	53	-
BreakingBad.S03.E01to04	0.48	23.0	1.0	54	-
BreakingBad.S03.E01to04	0.48	24.0	1.0	55	-
BreakingBad.S03.E01to04	0.48	25.0	1.0	56	-
BreakingBad.S03.E05to07	0.48	1.0	1.0	1	-
BreakingBad.S03.E05to07	0.48	2.0	1.0	2	-
BreakingBad.S03.E05to07	2722.48	2.0	2.0	3	-
BreakingBad.S03.E05to07	2722.48	2.0	3.0	4	-
BreakingBad.S03.E05to07	2722.48	2.0	4.0	5	-
BreakingBad.S03.E05to07	2722.48	2.0	5.0	6	-
BreakingBad.S03.E05to07	2722.48	2.0	6.0	7	-
BreakingBad.S03.E05to07	2722.48	2.0	7.0	8	-
BreakingBad.S03.E05to07	0.48	2.0	8.0	9	-
BreakingBad.S03.E05to07	0.48	2.0	9.0	10	-
BreakingBad.S03.E05to07	0.48	2.0	10.0	11	-
BreakingBad.S03.E05to07	14.84	3.0	1.0	12	-
BreakingBad.S03.E05to07	5.0	4.0	1.0	13	-
BreakingBad.S03.E05to07	0.48	5.0	1.0	14	-
BreakingBad.S03.E05to07	0.48	6.0	1.0	15	-
BreakingBad.S03.E05to07	0.48	7.0	1.0	16	-
BreakingBad.S03.E05to07	0.48	8.0	1.0	17	-
BreakingBad.S03.E05to07	0.48	9.0	1.0	18	-
BreakingBad.S03.E05to07	0.48	10.0	1.0	19	-
BreakingBad.S03.E05to07	0.48	11.0	1.0	20	-
BreakingBad.S03.E05to07	0.48	12.0	1.0	21	-
BreakingBad.S03.E05to07	783.96	13.0	1.0	22	-
BreakingBad.S03.E05to07	247.04	13.0	2.0	23	-
BreakingBad.S03.E05to07	264.44	13.0	3.0	24	-
BreakingBad.S03.E05to07	273.44	13.0	4.0	25	-
BreakingBad.S03.E05to07	0.48	13.0	5.0	26	-
BreakingBad.S03.E05to07	0.48	13.0	6.0	27	-
BreakingBad.S03.E05to07	0.48	13.0	7.0	28	-
BreakingBad.S03.E05to07	0.48	13.0	8.0	29	-
BreakingBad.S03.E05to07	951.16	14.0	1.0	30	-
BreakingBad.S03.E05to07	313.08	14.0	2.0	31	-
BreakingBad.S03.E05to07	295.04	14.0	3.0	32	-
BreakingBad.S03.E05to07	344.0	14.0	4.0	33	-
BreakingBad.S03.E05to07	0.48	14.0	5.0	34	-
BreakingBad.S03.E05to07	719.4	15.0	1.0	35	-
BreakingBad.S03.E05to07	110.24	15.0	2.0	36	-
BreakingBad.S03.E05to07	129.96	15.0	3.0	37	-
BreakingBad.S03.E05to07	95.92	15.0	4.0	38	-
BreakingBad.S03.E05to07	116.8	15.0	5.0	39	-
BreakingBad.S03.E05to07	113.56	15.0	6.0	40	-
BreakingBad.S03.E05to07	155.32	15.0	7.0	41	-
BreakingBad.S03.E05to07	0.48	15.0	8.0	42	-
BreakingBad.S03.E05to07	0.48	15.0	9.0	43	-
BreakingBad.S03.E05to07	244.28	16.0	1.0	44	-
BreakingBad.S03.E05to07	0.48	16.0	2.0	45	-
BreakingBad.S03.E05to07	0.48	16.0	3.0	46	-
BreakingBad.S03.E05to07	0.48	16.0	4.0	47	-
BreakingBad.S03.E05to07	134.72	17.0	1.0	48	-
BreakingBad.S03.E05to07	198.48	18.0	1.0	49	-
BreakingBad.S03.E05to07	264.8	19.0	1.0	50	-
BreakingBad.S03.E05to07	0.48	20.0	1.0	51	-
BreakingBad.S03.E05to07	0.48	21.0	1.0	52	-
BreakingBad.S03.E05to07	0.48	22.0	1.0	53	-
BreakingBad.S03.E05to07	0.48	23.0	1.0	54	-
BreakingBad.S03.E05to07	0.48	24.0	1.0	55	-
BreakingBad.S03.E05to07	0.48	25.0	1.0	56	-
BreakingBad.S03.E08to10	0.48	1.0	1.0	1	-
BreakingBad.S03.E08to10	0.48	2.0	1.0	2	-
BreakingBad.S03.E08to10	2723.48	2.0	2.0	3	-
BreakingBad.S03.E08to10	2721.48	2.0	3.0	4	-
BreakingBad.S03.E08to10	2721.48	2.0	4.0	5	-
BreakingBad.S03.E08to10	2723.48	2.0	5.0	6	-
BreakingBad.S03.E08to10	2721.48	2.0	6.0	7	-
BreakingBad.S03.E08to10	2721.48	2.0	7.0	8	-
BreakingBad.S03.E08to10	0.48	2.0	8.0	9	-
BreakingBad.S03.E08to10	0.48	2.0	9.0	10	-
BreakingBad.S03.E08to10	0.48	2.0	10.0	11	-
BreakingBad.S03.E08to10	14.84	3.0	1.0	12	-
BreakingBad.S03.E08to10	5.0	4.0	1.0	13	-
BreakingBad.S03.E08to10	0.48	5.0	1.0	14	-
BreakingBad.S03.E08to10	0.48	6.0	1.0	15	-
BreakingBad.S03.E08to10	0.48	7.0	1.0	16	-
BreakingBad.S03.E08to10	0.48	8.0	1.0	17	-
BreakingBad.S03.E08to10	0.48	9.0	1.0	18	-
BreakingBad.S03.E08to10	0.48	10.0	1.0	19	-
BreakingBad.S03.E08to10	0.48	11.0	1.0	20	-
BreakingBad.S03.E08to10	0.48	12.0	1.0	21	-
BreakingBad.S03.E08to10	1444.12	13.0	1.0	22	-
BreakingBad.S03.E08to10	249.84	13.0	2.0	23	-
BreakingBad.S03.E08to10	304.96	13.0	3.0	24	-
BreakingBad.S03.E08to10	244.72	13.0	4.0	25	-
BreakingBad.S03.E08to10	255.32	13.0	5.0	26	-
BreakingBad.S03.E08to10	210.2	13.0	6.0	27	-
BreakingBad.S03.E08to10	181.48	13.0	7.0	28	-
BreakingBad.S03.E08to10	0.48	13.0	8.0	29	-
BreakingBad.S03.E08to10	961.72	14.0	1.0	30	-
BreakingBad.S03.E08to10	304.76	14.0	2.0	31	-
BreakingBad.S03.E08to10	334.92	14.0	3.0	32	-
BreakingBad.S03.E08to10	323.0	14.0	4.0	33	-
BreakingBad.S03.E08to10	0.48	14.0	5.0	34	-
BreakingBad.S03.E08to10	90.72	15.0	1.0	35	-
BreakingBad.S03.E08to10	36.28	15.0	2.0	36	-
BreakingBad.S03.E08to10	62.08	15.0	3.0	37	-
BreakingBad.S03.E08to10	0.48	15.0	4.0	38	-
BreakingBad.S03.E08to10	0.48	15.0	5.0	39	-
BreakingBad.S03.E08to10	0.48	15.0	6.0	40	-
BreakingBad.S03.E08to10	0.48	15.0	7.0	41	-
BreakingBad.S03.E08to10	0.48	15.0	8.0	42	-
BreakingBad.S03.E08to10	0.48	15.0	9.0	43	-
BreakingBad.S03.E08to10	0.48	16.0	1.0	44	-
BreakingBad.S03.E08to10	0.48	16.0	2.0	45	-
BreakingBad.S03.E08to10	0.48	16.0	3.0	46	-
BreakingBad.S03.E08to10	0.48	16.0	4.0	47	-
BreakingBad.S03.E08to10	497.16	17.0	1.0	48	-
BreakingBad.S03.E08to10	16.36	18.0	1.0	49	-
BreakingBad.S03.E08to10	0.48	19.0	1.0	50	-
BreakingBad.S03.E08to10	0.48	20.0	1.0	51	-
BreakingBad.S03.E08to10	0.48	21.0	1.0	52	-
BreakingBad.S03.E08to10	0.48	22.0	1.0	53	-
BreakingBad.S03.E08to10	0.48	23.0	1.0	54	-
BreakingBad.S03.E08to10	0.48	24.0	1.0	55	-
BreakingBad.S03.E08to10	0.48	25.0	1.0	56	-
BreakingBad.S03.E11to13	0.48	1.0	1.0	1	-
BreakingBad.S03.E11to13	0.48	2.0	1.0	2	-
BreakingBad.S03.E11to13	2721.48	2.0	2.0	3	-
BreakingBad.S03.E11to13	2718.48	2.0	3.0	4	-
BreakingBad.S03.E11to13	2722.48	2.0	4.0	5	-
BreakingBad.S03.E11to13	0.48	2.0	5.0	6	-
BreakingBad.S03.E11to13	2718.48	2.0	6.0	7	-
BreakingBad.S03.E11to13	2722.48	2.0	7.0	8	-
BreakingBad.S03.E11to13	0.48	2.0	8.0	9	-
BreakingBad.S03.E11to13	0.48	2.0	9.0	10	-
BreakingBad.S03.E11to13	0.48	2.0	10.0	11	-
BreakingBad.S03.E11to13	14.84	3.0	1.0	12	-
BreakingBad.S03.E11to13	5.0	4.0	1.0	13	-
BreakingBad.S03.E11to13	0.48	5.0	1.0	14	-
BreakingBad.S03.E11to13	0.48	6.0	1.0	15	-
BreakingBad.S03.E11to13	0.48	7.0	1.0	16	-
BreakingBad.S03.E11to13	0.48	8.0	1.0	17	-
BreakingBad.S03.E11to13	0.48	9.0	1.0	18	-
BreakingBad.S03.E11to13	0.48	10.0	1.0	19	-
BreakingBad.S03.E11to13	0.48	11.0	1.0	20	-
BreakingBad.S03.E11to13	0.48	12.0	1.0	21	-
BreakingBad.S03.E11to13	969.24	13.0	1.0	22	-
BreakingBad.S03.E11to13	279.52	13.0	2.0	23	-
BreakingBad.S03.E11to13	271.24	13.0	3.0	24	-
BreakingBad.S03.E11to13	265.68	13.0	4.0	25	-
BreakingBad.S03.E11to13	154.24	13.0	5.0	26	-
BreakingBad.S03.E11to13	0.48	13.0	6.0	27	-
BreakingBad.S03.E11to13	0.48	13.0	7.0	28	-
BreakingBad.S03.E11to13	0.48	13.0	8.0	29	-
BreakingBad.S03.E11to13	942.68	14.0	1.0	30	-
BreakingBad.S03.E11to13	333.48	14.0	2.0	31	-
BreakingBad.S03.E11to13	302.68	14.0	3.0	32	-
BreakingBad.S03.E11to13	321.24	14.0	4.0	33	-
BreakingBad.S03.E11to13	0.48	14.0	5.0	34	-
BreakingBad.S03.E11to13	450.16	15.0	1.0	35	-
BreakingBad.S03.E11to13	46.76	15.0	2.0	36	-
BreakingBad.S03.E11to13	54.88	15.0	3.0	37	-
BreakingBad.S03.E11to13	37.0	15.0	4.0	38	-
BreakingBad.S03.E11to13	73.92	15.0	5.0	39	-
BreakingBad.S03.E11to13	34.68	15.0	6.0	40	-
BreakingBad.S03.E11to13	97.4	15.0	7.0	41	-
BreakingBad.S03.E11to13	151.36	15.0	8.0	42	-
BreakingBad.S03.E11to13	0.48	15.0	9.0	43	-
BreakingBad.S03.E11to13	192.48	16.0	1.0	44	-
BreakingBad.S03.E11to13	0.48	16.0	2.0	45	-
BreakingBad.S03.E11to13	0.48	16.0	3.0	46	-
BreakingBad.S03.E11to13	0.48	16.0	4.0	47	-
BreakingBad.S03.E11to13	214.44	17.0	1.0	48	-
BreakingBad.S03.E11to13	98.72	18.0	1.0	49	-
BreakingBad.S03.E11to13	0.48	19.0	1.0	50	-
BreakingBad.S03.E11to13	0.48	20.0	1.0	51	-
BreakingBad.S03.E11to13	0.48	21.0	1.0	52	-
BreakingBad.S03.E11to13	0.48	22.0	1.0	53	-
BreakingBad.S03.E11to13	0.48	23.0	1.0	54	-
BreakingBad.S03.E11to13	0.48	24.0	1.0	55	-
BreakingBad.S03.E11to13	0.48	25.0	1.0	56	-
BreakingBad.S04.E01to04	2716.4	1.0	1.0	1	1
BreakingBad.S04.E01to04	2646.28	2.0	1.0	2	2
BreakingBad.S04.E01to04	2660.28	3.0	1.0	3	3
BreakingBad.S04.E01to04	2602.44	4.0	1.0	4	4
BreakingBad.S04.E01to04	258.04	5.0	1.0	5	-
BreakingBad.S04.E01to04	245.28	6.0	1.0	6	-
BreakingBad.S04.E01to04	116.0	6.0	2.0	7	-
BreakingBad.S04.E01to04	40.4	6.0	3.0	8	-
BreakingBad.S04.E01to04	101.68	6.0	4.0	9	-
BreakingBad.S04.E01to04	1106.6	7.0	1.0	10	-
BreakingBad.S04.E01to04	260.36	7.0	2.0	11	-
BreakingBad.S04.E01to04	271.8	7.0	3.0	12	-
BreakingBad.S04.E01to04	223.56	7.0	4.0	13	-
BreakingBad.S04.E01to04	207.76	7.0	5.0	14	-
BreakingBad.S04.E01to04	176.56	7.0	6.0	15	-
BreakingBad.S04.E01to04	33.8	8.0	1.0	16	-
BreakingBad.S04.E01to04	14.6	9.0	1.0	17	-
BreakingBad.S04.E01to04	10.4	10.0	1.0	18	-
BreakingBad.S04.E01to04	20.0	11.0	1.0	19	-
BreakingBad.S04.E01to04	10.4	12.0	1.0	20	-
BreakingBad.S04.E01to04	8.0	13.0	1.0	21	-
BreakingBad.S04.E01to04	9.64	14.0	1.0	22	-
BreakingBad.S04.E01to04	8.0	15.0	1.0	23	-
BreakingBad.S04.E01to04	10.0	16.0	1.0	24	-
BreakingBad.S04.E01to04	9.52	17.0	1.0	25	-
BreakingBad.S04.E01to04	8.0	18.0	1.0	26	-
BreakingBad.S04.E01to04	8.0	19.0	1.0	27	-
BreakingBad.S04.E01to04	8.0	20.0	1.0	28	-
BreakingBad.S04.E01to04	8.0	21.0	1.0	29	-
BreakingBad.S04.E01to04	8.0	22.0	1.0	30	-
BreakingBad.S04.E01to04	8.0	23.0	1.0	31	-
BreakingBad.S04.E01to04	8.0	24.0	1.0	32	-
BreakingBad.S04.E01to04	8.0	25.0	1.0	33	-
BreakingBad.S04.E01to04	8.0	26.0	1.0	34	-
BreakingBad.S04.E01to04	8.0	27.0	1.0	35	-
BreakingBad.S04.E01to04	8.0	28.0	1.0	36	-
BreakingBad.S04.E01to04	8.0	29.0	1.0	37	-
BreakingBad.S04.E01to04	8.0	30.0	1.0	38	-
BreakingBad.S04.E01to04	8.0	31.0	1.0	39	-
BreakingBad.S04.E01to04	8.0	32.0	1.0	40	-
BreakingBad.S04.E01to04	8.0	33.0	1.0	41	-
BreakingBad.S04.E01to04	8.0	34.0	1.0	42	-
BreakingBad.S04.E01to04	10.8	35.0	1.0	43	-
BreakingBad.S04.E01to04	10.8	36.0	1.0	44	-
BreakingBad.S04.E01to04	10.8	37.0	1.0	45	-
BreakingBad.S04.E01to04	10.8	38.0	1.0	46	-
BreakingBad.S04.E05to07	2717.68	1.0	1.0	1	1
BreakingBad.S04.E05to07	2717.68	2.0	1.0	2	2
BreakingBad.S04.E05to07	2717.24	3.0	1.0	3	3
BreakingBad.S04.E05to07	240.0	4.0	1.0	4	-
BreakingBad.S04.E05to07	260.96	5.0	1.0	5	-
BreakingBad.S04.E05to07	342.04	6.0	1.0	6	-
BreakingBad.S04.E05to07	283.2	7.0	1.0	7	-
BreakingBad.S04.E05to07	335.92	8.0	1.0	8	-
BreakingBad.S04.E05to07	187.8	9.0	1.0	9	-
BreakingBad.S04.E05to07	236.68	10.0	1.0	10	-
BreakingBad.S04.E05to07	242.88	11.0	1.0	11	-
BreakingBad.S04.E05to07	59.48	11.0	2.0	12	-
BreakingBad.S04.E05to07	65.8	11.0	3.0	13	-
BreakingBad.S04.E05to07	130.4	11.0	4.0	14	-
BreakingBad.S04.E05to07	1010.2	12.0	1.0	15	-
BreakingBad.S04.E05to07	297.76	12.0	2.0	16	-
BreakingBad.S04.E05to07	282.44	12.0	3.0	17	-
BreakingBad.S04.E05to07	309.68	12.0	4.0	18	-
BreakingBad.S04.E05to07	145.4	12.0	5.0	19	-
BreakingBad.S04.E05to07	181.88	13.0	1.0	20	-
BreakingBad.S04.E05to07	15.8	14.0	1.0	21	-
BreakingBad.S04.E05to07	14.6	15.0	1.0	22	-
BreakingBad.S04.E05to07	10.4	16.0	1.0	23	-
BreakingBad.S04.E05to07	20.0	17.0	1.0	24	-
BreakingBad.S04.E05to07	10.4	18.0	1.0	25	-
BreakingBad.S04.E05to07	8.0	19.0	1.0	26	-
BreakingBad.S04.E05to07	9.64	20.0	1.0	27	-
BreakingBad.S04.E05to07	8.0	21.0	1.0	28	-
BreakingBad.S04.E05to07	10.0	22.0	1.0	29	-
BreakingBad.S04.E05to07	8.0	23.0	1.0	30	-
BreakingBad.S04.E05to07	8.0	24.0	1.0	31	-
BreakingBad.S04.E05to07	8.0	25.0	1.0	32	-
BreakingBad.S04.E05to07	8.0	26.0	1.0	33	-
BreakingBad.S04.E05to07	8.0	27.0	1.0	34	-
BreakingBad.S04.E05to07	8.0	28.0	1.0	35	-
BreakingBad.S04.E05to07	8.0	29.0	1.0	36	-
BreakingBad.S04.E05to07	8.0	30.0	1.0	37	-
BreakingBad.S04.E05to07	8.0	31.0	1.0	38	-
BreakingBad.S04.E05to07	8.0	32.0	1.0	39	-
BreakingBad.S04.E05to07	8.0	33.0	1.0	40	-
BreakingBad.S04.E05to07	8.0	34.0	1.0	41	-
BreakingBad.S04.E05to07	8.0	35.0	1.0	42	-
BreakingBad.S04.E05to07	8.0	36.0	1.0	43	-
BreakingBad.S04.E05to07	8.0	37.0	1.0	44	-
BreakingBad.S04.E05to07	8.0	38.0	1.0	45	-
BreakingBad.S04.E05to07	8.0	39.0	1.0	46	-
BreakingBad.S04.E05to07	8.0	40.0	1.0	47	-
BreakingBad.S04.E05to07	10.8	41.0	1.0	48	-
BreakingBad.S04.E05to07	10.8	42.0	1.0	49	-
BreakingBad.S04.E05to07	10.8	43.0	1.0	50	-
BreakingBad.S04.E08to10	2717.24	1.0	1.0	1	1
BreakingBad.S04.E08to10	2717.4	2.0	1.0	2	2
BreakingBad.S04.E08to10	2717.2	3.0	1.0	3	3
BreakingBad.S04.E08to10	514.32	4.0	1.0	4	-
BreakingBad.S04.E08to10	300.28	5.0	1.0	5	-
BreakingBad.S04.E08to10	390.8	6.0	1.0	6	-
BreakingBad.S04.E08to10	241.2	6.0	2.0	7	-
BreakingBad.S04.E08to10	156.0	6.0	3.0	8	-
BreakingBad.S04.E08to10	402.72	7.0	1.0	9	-
BreakingBad.S04.E08to10	117.0	7.0	2.0	10	-
BreakingBad.S04.E08to10	292.12	7.0	3.0	11	-
BreakingBad.S04.E08to10	1378.92	8.0	1.0	12	-
BreakingBad.S04.E08to10	262.44	8.0	2.0	13	-
BreakingBad.S04.E08to10	196.68	8.0	3.0	14	-
BreakingBad.S04.E08to10	295.72	8.0	4.0	15	-
BreakingBad.S04.E08to10	177.56	8.0	5.0	16	-
BreakingBad.S04.E08to10	200.76	8.0	6.0	17	-
BreakingBad.S04.E08to10	287.56	8.0	7.0	18	-
BreakingBad.S04.E08to10	14.6	9.0	1.0	19	-
BreakingBad.S04.E08to10	10.4	10.0	1.0	20	-
BreakingBad.S04.E08to10	20.0	11.0	1.0	21	-
BreakingBad.S04.E08to10	10.4	12.0	1.0	22	-
BreakingBad.S04.E08to10	8.0	13.0	1.0	23	-
BreakingBad.S04.E08to10	9.64	14.0	1.0	24	-
BreakingBad.S04.E08to10	8.0	15.0	1.0	25	-
BreakingBad.S04.E08to10	10.0	16.0	1.0	26	-
BreakingBad.S04.E08to10	8.0	17.0	1.0	27	-
BreakingBad.S04.E08to10	8.0	18.0	1.0	28	-
BreakingBad.S04.E08to10	8.0	19.0	1.0	29	-
BreakingBad.S04.E08to10	8.0	20.0	1.0	30	-
BreakingBad.S04.E08to10	8.0	21.0	1.0	31	-
BreakingBad.S04.E08to10	8.0	22.0	1.0	32	-
BreakingBad.S04.E08to10	8.0	23.0	1.0	33	-
BreakingBad.S04.E08to10	8.0	24.0	1.0	34	-
BreakingBad.S04.E08to10	8.0	25.0	1.0	35	-
BreakingBad.S04.E08to10	8.0	26.0	1.0	36	-
BreakingBad.S04.E08to10	8.0	27.0	1.0	37	-
BreakingBad.S04.E08to10	8.0	28.0	1.0	38	-
BreakingBad.S04.E08to10	8.0	29.0	1.0	39	-
BreakingBad.S04.E08to10	8.0	30.0	1.0	40	-
BreakingBad.S04.E08to10	8.0	31.0	1.0	41	-
BreakingBad.S04.E08to10	8.0	32.0	1.0	42	-
BreakingBad.S04.E08to10	8.0	33.0	1.0	43	-
BreakingBad.S04.E08to10	8.0	34.0	1.0	44	-
BreakingBad.S04.E08to10	10.8	35.0	1.0	45	-
BreakingBad.S04.E08to10	10.8	36.0	1.0	46	-
BreakingBad.S04.E08to10	10.8	37.0	1.0	47	-
BreakingBad.S04.E11to13	2702.92	1.0	1.0	1	1
BreakingBad.S04.E11to13	2646.2	2.0	1.0	2	2
BreakingBad.S04.E11to13	2903.52	3.0	1.0	3	3
BreakingBad.S04.E11to13	1336.8	4.0	1.0	4	-
BreakingBad.S04.E11to13	33.2	5.0	1.0	5	-
BreakingBad.S04.E11to13	1494.12	6.0	1.0	6	-
BreakingBad.S04.E11to13	308.56	6.0	2.0	7	-
BreakingBad.S04.E11to13	305.28	6.0	3.0	8	-
BreakingBad.S04.E11to13	305.24	6.0	4.0	9	-
BreakingBad.S04.E11to13	181.8	6.0	5.0	10	-
BreakingBad.S04.E11to13	212.08	6.0	6.0	11	-
BreakingBad.S04.E11to13	222.96	6.0	7.0	12	-
BreakingBad.S04.E11to13	129.2	7.0	1.0	13	-
